District,Year,Season,Area,Production,Yield,T2M,T2M_MAX,T2M_MIN,RH2M,Rainfall,Solar_Radiation,N,P,K,pH
Thoothukudi,2018,Autumn,1287,4869,3.78,26.6957377,29.99377049,24.04622951,82.79737705,367.84,995.34,130,26,664,8.09
Thoothukudi,2018,Summer,8109,33960,4.19,29.84630435,34.86304348,26.04913043,67.82152174,124.47,1928.61,130,26,664,8.09
Thoothukudi,2018,Winter,4813,17823,3.7,26.48344444,31.99944444,22.114,72.135,25.28,1713.08,130,26,664,8.09
Thoothukudi,2019,Autumn,497,2041,4.11,26.8547541,29.78147541,24.4352459,85.16393443,660.63,1046.92,130,26,664,8.09
Thoothukudi,2019,Summer,10901,40259,3.69,31.39717391,37.2973913,26.97815217,59.99967391,33.28,2078.22,130,26,664,8.09
Thoothukudi,2019,Winter,4121,15207,3.69,26.73288889,31.93488889,22.48644444,73.94355556,92.41,1673.19,130,26,664,8.09
Thoothukudi,2020,Autumn,2142,9335,4.36,27.58459016,31.79344262,24.45901639,78.60721311,439.41,1114.87,178,16.7,781,7.17
Thoothukudi,2020,Summer,12143,43844,3.61,30.55597826,35.8648913,26.61782609,64.76423913,103.74,2026.18,178,16.7,781,7.17
Thoothukudi,2020,Winter,2167,6993,3.23,26.28659341,30.97230769,22.4410989,77.79846154,155.86,1705.55,178,16.7,781,7.17
Thoothukudi,2021,Autumn,4973,20314,4.08,26.88196721,30.12065574,24.46459016,84.47344262,727.18,960.03,178,16.7,781,7.17
Thoothukudi,2021,Summer,10859,41163,3.79,29.25043478,34.2751087,25.44902174,70.99021739,180.29,2005.75,178,16.7,781,7.17
Thoothukudi,2021,Winter,3784,12044,3.18,25.07411111,28.97066667,21.78566667,84.70255556,527.23,1698.78,178,16.7,781,7.17
Thoothukudi,2022,Autumn,1952,7511,3.85,26.82622951,30.61163934,23.89213115,79.91278689,345.45,1031.47,178,16.7,781,7.17
Thoothukudi,2022,Summer,8477,36415,4.3,29.44902174,34.77184783,25.44586957,69.8351087,206.66,1968.62,178,16.7,781,7.17
Thoothukudi,2022,Winter,2404,9267,3.85,26.364,31.09022222,22.60133333,77.69788889,152.95,1661.49,178,16.7,781,7.17
Tiruchirappalli,2010,Kharif,67165,268136,3.99,28.18713115,33.88877049,23.83336066,68.9147541,345.75,2395.69,128.958,19.824,415.5,7.6
Tiruchirappalli,2011,Kharif,63939,302478,4.73,28.81188525,35.09254098,23.95770492,63.18311475,299.82,2527.84,128.958,19.824,415.5,7.6
Tiruchirappalli,2012,Kharif,45237,138079,3.05,28.85065574,34.79877049,24.11221311,64.2757377,302.47,2551.42,128.958,19.824,415.5,7.6
Tiruchirappalli,2013,Kharif,48050,226632,4.72,28.56147541,34.35278689,24.08934426,65.10516393,293.54,2423.16,128.958,19.824,415.5,7.6
Tiruchirappalli,2014,Kharif,51272,240199,4.68,29.28090164,35.3245082,24.63655738,63.35991803,219.53,2561.59,128.958,19.824,415.5,7.6
Tiruchirappalli,2015,Kharif,58571,244213,4.17,29.07172131,35.04508197,24.30180328,65.47696721,269.2,2617.56,128.958,19.824,415.5,7.6
Tiruchirappalli,2016,Kharif,27068,76591,2.83,29.09860656,35.19180328,24.24483607,63.61303279,220.42,2535.56,128.958,19.824,415.5,7.6
Tiruchirappalli,2017,Autumn,3453,14972,4.34,25.99688525,30.21098361,22.71360656,82.96967213,277.46,991.34,163,38,312,8.1
Tiruchirappalli,2017,Summer,2693,12032,4.47,30.89119565,38.03543478,25.075,57.84543478,101.37,2065.21,163,38,312,8.1
Tiruchirappalli,2017,Winter,40477,211330,5.22,24.62188889,32.006,18.847,70.40277778,95.81,1689.72,163,38,312,8.1
Tiruchirappalli,2018,Autumn,4105,18147,4.42,25.94065574,31.14295082,21.95983607,80.15213115,274.92,951.45,163,38,312,8.1
Tiruchirappalli,2018,Summer,1664,6967,4.19,29.90847826,36.80043478,24.27152174,61.82880435,127.56,2015.1,163,38,312,8.1
Tiruchirappalli,2018,Winter,38492,208599,5.42,24.33822222,31.51133333,18.86155556,74.49122222,44.79,1689.37,163,38,312,8.1
Tiruchirappalli,2019,Autumn,3522,18508,5.25,25.67918033,29.48819672,22.74393443,86.97852459,336.29,1055.66,163,38,312,8.1
Tiruchirappalli,2019,Summer,2970,11824,3.98,31.90891304,39.74043478,25.54152174,52.23967391,38.97,2161.31,163,38,312,8.1
Tiruchirappalli,2019,Winter,43131,179810,4.17,25.08277778,32.07766667,19.68322222,73.58266667,85.94,1644.9,163,38,312,8.1
Tiruchirappalli,2020,Autumn,5104,24674,4.83,26.03639344,30.69688525,22.40229508,81.42704918,268.84,1028.49,172,10,623,8.27
Tiruchirappalli,2020,Summer,5001,17918,3.58,31.36967391,38.97358696,25.24413043,54.87369565,42.04,2113.13,172,10,623,8.27
Tiruchirappalli,2020,Winter,44171,157141,3.56,24.52274725,30.80472527,19.63285714,78.06813187,214.2,1618.01,172,10,623,8.27
Tiruchirappalli,2021,Autumn,6268,25783,4.11,25.53868852,28.81213115,22.97770492,88.25721311,587.72,883.53,172,10,623,8.27
Tiruchirappalli,2021,Summer,6488,22874,3.53,29.27782609,36.18706522,23.79706522,64.7501087,122.3,2074.1,172,10,623,8.27
Tiruchirappalli,2021,Winter,52344,190541,3.64,23.39333333,28.83088889,19.06111111,84.18744444,188.92,1581.56,172,10,623,8.27
Tiruchirappalli,2022,Autumn,6539,27023,4.13,25.34459016,29.77622951,21.78459016,83.26704918,292.89,963.97,172,10,623,8.27
Tiruchirappalli,2022,Summer,5663,20115,3.55,29.52826087,36.4425,24.01728261,63.91521739,165.97,1964.01,172,10,623,8.27
Tiruchirappalli,2022,Winter,56027,207337,3.7,24.13766667,29.812,19.80622222,81.87122222,152.81,1577.91,172,10,623,8.27
Tirunelveli,2010,Kharif,79764,351822,4.41,25.72040984,29.94827869,23.0042623,81.56352459,316.25,2179.12,158.99,31.82,431.127,8.2
Tirunelveli,2011,Kharif,86725,459399,5.3,25.9904918,30.53106557,23.1057377,78.80565574,223.04,2320.14,158.99,31.82,431.127,8.2
Tirunelveli,2012,Kharif,45401,182667,4.02,26.2695082,30.75729508,23.42319672,78.16557377,184.7,2426.03,158.99,31.82,431.127,8.2
Tirunelveli,2013,Kharif,62281,362994,5.83,25.15836066,28.69893443,22.8604918,84.59803279,385.15,2129.16,158.99,31.82,431.127,8.2
Tirunelveli,2014,Kharif,84824,433217,5.11,25.74368852,29.41434426,23.37934426,83.2857377,381.81,2341.35,158.99,31.82,431.127,8.2
Tirunelveli,2015,Kharif,98506,488445,4.96,25.9492623,29.76204918,23.41336066,83.69295082,278.75,2354.24,158.99,31.82,431.127,8.2
Tirunelveli,2016,Kharif,29881,105193,3.52,26.02122951,30.36614754,23.26557377,80.30991803,170.3,2369.09,158.99,31.82,431.127,8.2
Tirunelveli,2017,Autumn,1735,7204,4.15,25.27459016,29.13819672,22.47032787,85.1257377,442.96,966.64,172.5,42.5,417.5,8.1
Tirunelveli,2017,Summer,25219,112956,4.48,28.84445652,35.04228261,24.46336957,67.16793478,140.8,1928.74,172.5,42.5,417.5,8.1
Tirunelveli,2017,Winter,36358,174046,4.79,24.988,31.11233333,20.07511111,72.557,124.83,1674.54,172.5,42.5,417.5,8.1
Tirunelveli,2018,Autumn,14351,62674,4.37,24.95163934,28.56295082,22.14393443,85.70491803,359.34,972.9,172.5,42.5,417.5,8.1
Tirunelveli,2018,Summer,31075,124172,4,27.93282609,33.36217391,24.00978261,72.01565217,203.68,1844.8,172.5,42.5,417.5,8.1
Tirunelveli,2018,Winter,37557,175160,4.66,24.98633333,31.01566667,20.28044444,74.59933333,24.97,1677.88,172.5,42.5,417.5,8.1
Tirunelveli,2019,Autumn,2296,9462,4.12,25.07393443,28.32344262,22.57180328,87.94032787,597.76,993.37,172.5,42.5,417.5,8.1
Tirunelveli,2019,Summer,33776,131473,3.89,29.76097826,36.52945652,24.9376087,62.68347826,65.12,2034.59,172.5,42.5,417.5,8.1
Tirunelveli,2019,Winter,43137,174433,4.04,25.571,31.63744444,20.82055556,73.76222222,83.66,1638.72,172.5,42.5,417.5,8.1
Tirunelveli,2020,Autumn,4075,19074,4.68,25.55196721,29.73016393,22.55245902,83.6704918,339.12,1075.77,237,32,210,7.9
Tirunelveli,2020,Summer,23577,102623,4.35,29.00630435,35.06086957,24.59586957,67.33913043,174.85,1913.07,237,32,210,7.9
Tirunelveli,2020,Winter,12124,55265,4.56,24.66791209,29.92593407,20.4932967,80.56714286,107.46,1656.67,237,32,210,7.9
Tirunelveli,2021,Autumn,14491,61721,4.26,24.83377049,27.85934426,22.65114754,89.32704918,742.12,879.85,237,32,210,7.9
Tirunelveli,2021,Summer,18202,71710,3.94,27.09923913,32.23478261,23.32684783,76.53086957,374.9,1869.05,237,32,210,7.9
Tirunelveli,2021,Winter,20027,84073,4.2,23.52022222,27.84533333,19.96022222,86.53655556,509.52,1631.71,237,32,210,7.9
Tirunelveli,2022,Autumn,9567,33719,3.52,25.13754098,29.38721311,22.07491803,82.83606557,297.5,1017.69,237,32,210,7.9
Tirunelveli,2022,Summer,9922,43397,4.37,27.65543478,33.20108696,23.71673913,73.49282609,241.51,1854.83,237,32,210,7.9
Tirunelveli,2022,Winter,14901,65868,4.42,24.77788889,29.88388889,20.71966667,80.25022222,192.93,1597.34,237,32,210,7.9
Tirupathur,2010,Autumn,1699,6538,3.85,24.06229508,27.73442623,21.22836066,87.01852459,341.46,929.27,127,13.3,188,7.398
Tirupathur,2010,Summer,2887,13289,4.6,29.82608696,37.6598913,23.47619565,56.3998913,151.88,2148.95,127,13.3,188,7.398
Tirupathur,2010,Winter,5137,22593,4.4,23.02433333,29.93788889,17.841,75.26688889,80.98,1573.49,127,13.3,188,7.398
Tirupathur,2020,Autumn,360,1571,4.36,24.02295082,28.33295082,20.52245902,85.48344262,311.87,978.05,133,27.6,345,8.01
Tirupathur,2020,Summer,1894,7803,4.12,29.99315217,38.02086957,23.42119565,54.345,86.28,2129.67,133,27.6,345,8.01
Tirupathur,2020,Winter,3907,11411,2.92,23.15395604,30.18296703,17.8756044,75.2178022,102.89,1675.08,133,27.6,345,8.01
Tirupathur,2021,Autumn,1906,7784,4.08,24.10606557,27.52803279,21.52852459,88.9342623,548.52,790.28,133,27.6,345,8.01
Tirupathur,2021,Summer,3385,13518,3.99,28.45434783,35.92532609,22.49173913,61.06130435,239.58,2131.64,133,27.6,345,8.01
Tirupathur,2021,Winter,5224,17308,3.31,21.947,28.138,17.25455556,80.77255556,86.89,1581.49,133,27.6,345,8.01
Tiruppur,2010,Kharif,11797,46945,3.98,27.00581967,32.67344262,22.97991803,71.30827869,288.57,2201.19,94.78,7.9,269.7,7.685
Tiruppur,2011,Kharif,10612,48936,4.61,27.12172131,33.05836066,22.89057377,68.45942623,223.63,2243.84,94.78,7.9,269.7,7.685
Tiruppur,2012,Kharif,245,604,2.47,27.67942623,33.80540984,23.32688525,66.50204918,203.79,2365.51,94.78,7.9,269.7,7.685
Tiruppur,2013,Kharif,7511,43377,5.78,26.94713115,32.46377049,23.06122951,69.88590164,248.36,2179.79,94.78,7.9,269.7,7.685
Tiruppur,2014,Kharif,10776,61916,5.75,27.6754918,33.30163934,23.63844262,68.68844262,229.29,2362.08,94.78,7.9,269.7,7.685
Tiruppur,2015,Kharif,10645,48167,4.52,27.91909836,33.89098361,23.49278689,68.31098361,248.97,2489.08,94.78,7.9,269.7,7.685
Tiruppur,2016,Kharif,1703,6422,3.77,27.59786885,33.67442623,23.17368852,67.83237705,188.54,2310.79,94.78,7.9,269.7,7.685
Tiruppur,2017,Summer,712,3181,4.47,30.22804348,36.94456522,24.60304348,56.27130435,172.69,2043.9,165,13.5,375,7.2
Tiruppur,2017,Winter,6905,39573,5.73,24.975,32.67833333,18.65377778,60.396,55.96,1751.32,165,13.5,375,7.2
Tiruppur,2018,Summer,690,2888,4.19,29.67815217,36.15293478,24.1925,57.09434783,200.54,2052.53,165,13.5,375,7.2
Tiruppur,2018,Winter,9717,49113,5.05,24.92622222,32.45588889,19.15622222,65.18377778,36.78,1726.61,165,13.5,375,7.2
Tiruppur,2019,Summer,664,2857,4.3,31.65358696,38.94630435,25.30021739,47.55826087,94.96,2168.23,165,13.5,375,7.2
Tiruppur,2019,Winter,9185,44903,4.89,25.62166667,33.00544444,19.65988889,63.91011111,52.9,1695.65,165,13.5,375,7.2
Tiruppur,2020,Summer,778,3206,4.12,31.31347826,38.16173913,25.30847826,49.51228261,58.18,2078.16,196,14.38,350,8.2
Tiruppur,2020,Winter,9766,42353,4.34,25.0632967,32.02637363,19.42384615,69.93142857,91.44,1688.28,196,14.38,350,8.2
Tiruppur,2021,Autumn,786,3211,4.09,25.01131148,28.60557377,22.17459016,86.60409836,428.47,853.37,196,14.38,350,8.2
Tiruppur,2021,Summer,1292,5158,3.99,28.93119565,35.73173913,23.35815217,60.98695652,185.65,2071.94,196,14.38,350,8.2
Tiruppur,2021,Winter,9500,41521,4.37,23.58322222,29.56033333,18.82477778,78.67533333,148.48,1595.88,196,14.38,350,8.2
Tiruppur,2022,Autumn,918,3534,3.85,24.88114754,29.5304918,21.1152459,81.14918033,287.22,963.83,196,14.38,350,8.2
Tiruppur,2022,Summer,652,2592,3.98,29.15858696,36.10717391,23.52119565,60.52891304,217.4,1905.14,196,14.38,350,8.2
Tiruppur,2022,Winter,8832,39336,4.45,24.51866667,30.851,19.56411111,74.75233333,96.36,1615.61,196,14.38,350,8.2
Tiruvannamalai,2010,Kharif,125490,357692,2.85,28.58614754,33.60081967,24.58295082,71.60114754,491.73,2216.58,194,23.577,152,7.1
Tiruvannamalai,2011,Kharif,103924,356196,3.43,29.63467213,35.28819672,25.05114754,63.2297541,384.29,2465.74,194,23.577,152,7.1
Tiruvannamalai,2012,Kharif,91774,325511,3.55,29.70877049,35.19762295,25.21672131,63.39065574,347.79,2466.01,194,23.577,152,7.1
Tiruvannamalai,2013,Kharif,82625,359403,4.35,28.73254098,34.0057377,24.52204918,68.69204918,497.39,2266.81,194,23.577,152,7.1
Tiruvannamalai,2014,Kharif,93130,439225,4.72,29.77827869,35.35934426,25.36409836,64.59237705,355.69,2437.2,194,23.577,152,7.1
Tiruvannamalai,2015,Kharif,138880,550738,3.97,29.87180328,35.52729508,25.28704918,65.17319672,330.1,2541.98,194,23.577,152,7.1
Tiruvannamalai,2016,Kharif,78149,291303,3.73,29.19360656,34.59581967,24.74942623,67.83295082,363.86,2377.04,194,23.577,152,7.1
Tiruvannamalai,2017,Autumn,15163,60243,3.97,26.1804918,29.69934426,23.4447541,85.46147541,467.66,908.71,224,37,250,7.5
Tiruvannamalai,2017,Summer,60769,280996,4.62,31.09065217,38.15152174,25.52228261,59.28673913,69.5,2088.96,224,37,250,7.5
Tiruvannamalai,2017,Winter,85777,363008,4.23,24.41177778,30.831,19.46822222,73.42233333,127.35,1654.12,224,37,250,7.5
Tiruvannamalai,2018,Autumn,20777,73540,3.54,26.11409836,30.72295082,22.65688525,81.20590164,387.24,996.08,224,37,250,7.5
Tiruvannamalai,2018,Summer,32203,138609,4.3,29.93217391,36.6026087,24.75902174,64.5126087,84.96,2106.35,224,37,250,7.5
Tiruvannamalai,2018,Winter,44067,178641,4.05,24.026,30.10477778,19.36655556,77.72233333,54.04,1638.78,224,37,250,7.5
Tiruvannamalai,2019,Autumn,11356,46903,4.13,26.26819672,29.85131148,23.5104918,85.71327869,390.27,998.9,224,37,250,7.5
Tiruvannamalai,2019,Summer,62170,259644,4.18,31.49902174,38.89771739,25.76304348,57.5323913,40.47,2191.59,224,37,250,7.5
Tiruvannamalai,2019,Winter,88153,382922,4.34,24.94211111,31.05255556,20.38811111,75.86666667,102.28,1591.7,224,37,250,7.5
Tiruvannamalai,2020,Autumn,25295,108023,4.27,26.29803279,30.2804918,23.05327869,83.22229508,461.52,959.35,217,29,204,6
Tiruvannamalai,2020,Summer,92093,407534,4.43,30.9326087,37.92021739,25.65826087,60.0325,59.02,2132.09,217,29,204,6
Tiruvannamalai,2020,Winter,53220,198721,3.73,24.66120879,30.0843956,20.56241758,78.53857143,295.76,1600.97,217,29,204,6
Tiruvannamalai,2021,Autumn,37002,142808,3.86,26.04016393,28.92409836,23.8257377,88.6004918,886.97,789.98,217,29,204,6
Tiruvannamalai,2021,Summer,63568,266233,4.19,29.54141304,36.03184783,24.66771739,66.40913043,113.32,2133.4,217,29,204,6
Tiruvannamalai,2021,Winter,83852,266495,3.18,23.777,28.659,19.894,83.23577778,197.65,1558.34,217,29,204,6
Tiruvannamalai,2022,Autumn,38590,150778,3.91,25.72409836,29.66901639,22.6742623,83.8447541,410.68,889.97,217,29,204,6
Tiruvannamalai,2022,Summer,60274,254210,4.22,29.76923913,36.29608696,24.7276087,66.01467391,161.83,1991.48,217,29,204,6
Tiruvannamalai,2022,Winter,71829,241070,3.36,24.43344444,29.48322222,20.60144444,81.60333333,160.49,1516.17,217,29,204,6
Vellore,2010,Kharif,43222,152825,3.54,27.66647541,32.76737705,23.69081967,73.46827869,511.59,2216.58,261,11,273,8.3
Vellore,2011,Kharif,37988,151266,3.98,28.76827869,34.76368852,24.05803279,64.38491803,433.98,2465.74,261,11,273,8.3
Vellore,2012,Kharif,35707,152804,4.28,28.93557377,34.88934426,24.21655738,63.57655738,381.25,2466.01,261,11,273,8.3
Vellore,2013,Kharif,39366,192496,4.89,27.64270492,33.05090164,23.42254098,70.85368852,557.74,2266.81,261,11,273,8.3
Vellore,2014,Kharif,36583,194725,5.32,28.88606557,34.76745902,24.3104918,65.6704918,396.56,2437.2,261,11,273,8.3
Vellore,2015,Kharif,51771,202224,3.91,28.89139344,34.74844262,24.22663934,66.87672131,412.46,2541.98,261,11,273,8.3
Vellore,2016,Kharif,44570,187013,4.2,28.14278689,33.77540984,23.61311475,69.45090164,417.84,2377.04,261,11,273,8.3
Vellore,2017,Autumn,12552,53120,4.23,24.99737705,28.82016393,22.07770492,86.6995082,415.17,908.71,224,14.5,250,7.52
Vellore,2017,Summer,23264,114436,4.92,31.30271739,39.47195652,24.71,53.3598913,56.38,2088.96,224,14.5,250,7.52
Vellore,2017,Winter,19122,87617,4.58,23.19755556,30.61655556,17.51711111,73.05511111,51.25,1654.12,224,14.5,250,7.52
Vellore,2018,Autumn,12124,55933,4.61,25.54065574,31.30803279,21.35836066,77.79131148,258.14,996.08,224,14.5,250,7.52
Vellore,2018,Summer,15517,74879,4.83,29.99467391,37.85586957,23.76804348,59.10119565,91.29,2106.35,224,14.5,250,7.52
Vellore,2018,Winter,12996,55914,4.3,23.08688889,30.17055556,17.84355556,75.34166667,41.16,1638.78,224,14.5,250,7.52
Vellore,2019,Autumn,4971,22536,4.53,25.15737705,29.10819672,22.12852459,86.88918033,284.19,998.9,224,14.5,250,7.52
Vellore,2019,Summer,26397,122357,4.64,31.54771739,40.02380435,24.74304348,52.78934783,37.21,2191.59,224,14.5,250,7.52
Vellore,2019,Winter,14201,59721,4.21,24.08122222,31.18311111,18.90855556,74.18466667,88.07,1591.7,224,14.5,250,7.52
Vellore,2020,Autumn,1311,5713,4.36,25.15655738,29.31803279,21.77229508,85.19229508,468.24,959.35,152.2,8.9,162.5,7.02
Vellore,2020,Summer,4953,22420,4.53,30.37326087,38.50652174,23.98054348,58.34206522,104.02,2132.09,152.2,8.9,162.5,7.02
Vellore,2020,Winter,1957,7665,3.92,23.56208791,29.86967033,18.8656044,78.03912088,168.11,1600.97,152.2,8.9,162.5,7.02
Vellore,2021,Autumn,2179,8899,4.08,25.19918033,28.48163934,22.70770492,89.05229508,715.18,789.98,152.2,8.9,162.5,7.02
Vellore,2021,Summer,5260,21005,3.99,29.41923913,37.09967391,23.39826087,61.6223913,103.32,2133.4,152.2,8.9,162.5,7.02
Vellore,2021,Winter,2238,7415,3.31,22.53544444,28.11988889,18.23777778,83.04266667,169.75,1558.34,152.2,8.9,162.5,7.02
Vellore,2022,Autumn,2461,9472,3.85,24.5195082,28.78770492,21.3157377,85.37262295,372.3,889.97,152.2,8.9,162.5,7.02
Vellore,2022,Summer,4657,18511,3.97,29.67728261,37.21826087,23.77978261,61.11152174,115.1,1991.48,152.2,8.9,162.5,7.02
Vellore,2022,Winter,2640,8670,3.28,23.02955556,28.58788889,18.80544444,83.40588889,188.93,1516.17,152.2,8.9,162.5,7.02
Villupuram,2010,Kharif,149929,512013,3.42,28.58614754,33.60081967,24.58295082,71.60114754,491.73,2298.51,162.5,37.5,100,7.8
Villupuram,2011,Kharif,129858,471615,3.63,29.63467,35.2882,25.05115,63.22975,384.29,2502.2,162.5,37.5,100,7.8
Villupuram,2012,Kharif,115591,396530,3.43,29.70877049,35.19762295,25.21672131,63.39065574,347.79,2485.02,162.5,37.5,100,7.8
Villupuram,2013,Kharif,170443,796608,4.67,28.73254098,34.0057377,24.52204918,68.69204918,497.39,2324.3,162.5,37.5,100,7.8
Villupuram,2014,Kharif,171478,832585,4.86,29.77827869,35.35934426,25.36409836,64.59237705,355.69,2487.3,162.5,37.5,100,7.8
Villupuram,2015,Kharif,182303,773313,4.24,29.87180328,35.52729508,25.28704918,65.17319672,330.1,2552.46,162.5,37.5,100,7.8
Villupuram,2016,Kharif,95560,354198,3.71,29.19360656,34.59581967,24.74942623,67.83295082,363.86,2392.65,162.5,37.5,100,7.8
Villupuram,2017,Autumn,10239,47038,4.59,26.1804918,29.69934426,23.4447541,85.46147541,467.66,901.53,162.5,37.5,100,7.8
Villupuram,2017,Summer,42924,174271,4.06,31.09065217,38.15152174,25.52228261,59.28673913,69.5,2068.33,162.5,37.5,100,7.8
Villupuram,2017,Winter,110469,481976,4.36,24.41177778,30.831,19.46822222,73.42233333,127.35,1643,162.5,37.5,100,7.8
Villupuram,2018,Autumn,12333,52060,4.22,26.11409836,30.72295082,22.65688525,81.20590164,387.24,941.03,138,21,215,7.5
Villupuram,2018,Summer,37831,172261,4.55,29.93217391,36.6026087,24.75902174,64.5126087,84.96,2030.13,138,21,215,7.5
Villupuram,2018,Winter,60357,271852,4.5,24.026,30.10477778,19.36655556,77.72233333,54.04,1639.9,138,21,215,7.5
Villupuram,2019,Autumn,7009,31587,4.51,26.26819672,29.85131148,23.5104918,85.71327869,390.27,984.43,138,21,215,7.5
Villupuram,2019,Summer,43425,182245,4.2,31.49902174,38.89771739,25.76304348,57.5323913,40.47,2186.08,138,21,215,7.5
Villupuram,2019,Winter,112859,468051,4.15,24.94211111,31.05255556,20.38811111,75.86666667,102.28,1615.4,138,21,215,7.5
Villupuram,2020,Autumn,12701,52987,4.17,26.29803279,30.2804918,23.05327869,83.22229508,461.52,987.49,138,21,215,7.5
Villupuram,2020,Summer,40134,175731,4.38,30.9326087,37.92021739,25.65826087,60.0325,59.02,2095.54,138,21,215,7.5
Villupuram,2020,Winter,48819,174672,3.58,24.66120879,30.0843956,20.56241758,78.53857143,295.76,1586.36,138,21,215,7.5
Villupuram,2021,Autumn,14051,56508,4.02,26.04016393,28.92409836,23.8257377,88.6004918,886.97,822.66,182,19,150,7
Villupuram,2021,Summer,22776,84122,3.69,29.54141304,36.03184783,24.66771739,66.40913043,113.32,2104.21,182,19,150,7
Villupuram,2021,Winter,80028,282139,3.53,23.777,28.659,19.894,83.23577778,197.65,1544.17,182,19,150,7
Villupuram,2022,Autumn,10888,47204,4.34,25.72409836,29.66901639,22.6742623,83.8447541,410.68,908.69,182,19,150,7
Villupuram,2022,Summer,20813,65408,3.14,29.76923913,36.29608696,24.7276087,66.01467391,161.83,1962.56,182,19,150,7
Villupuram,2022,Winter,70876,271621,3.83,24.43344444,29.48322222,20.60144444,81.60333333,160.49,1518.02,182,19,150,7
Virudhunagar,2010,Kharif,30568,94515,3.09,28.80983607,34.68713115,24.45377049,66.67483607,271.12,2060.9,74.24,5.071,243.286,8.143
Virudhunagar,2011,Kharif,29658,118469,3.99,29.35122951,35.72344262,24.56147541,61.7945082,159.44,2160.32,74.24,5.071,243.286,8.143
Virudhunagar,2012,Kharif,22973,40467,1.76,29.81385246,36.19385246,24.98229508,60.76557377,132.85,2288.43,74.24,5.071,243.286,8.143
Virudhunagar,2013,Kharif,16470,68146,4.14,29.03016393,34.85172131,24.73262295,63.61090164,168.65,2004.62,74.24,5.071,243.286,8.143
Virudhunagar,2014,Kharif,19610,81406,4.15,29.22393443,35.18172131,24.84713115,65.54139344,199.73,2247.95,74.24,5.071,243.286,8.143
Virudhunagar,2015,Kharif,28607,100607,3.52,28.81336066,34.66057377,24.36581967,69.82311475,300.25,2359.92,74.24,5.071,243.286,8.143
Virudhunagar,2016,Kharif,13826,15883,1.15,29.20532787,35.48131148,24.49696721,65.06672131,210.34,2234.75,74.24,5.071,243.286,8.143
Virudhunagar,2017,Autumn,1,4,4,26.65885246,30.87672131,23.43590164,81.92295082,317.68,1008.72,167.5,12.5,145,7.6
Virudhunagar,2017,Summer,1839,6777,3.69,31.02380435,37.75347826,25.75641304,59.68,140.76,1948.12,167.5,12.5,145,7.6
Virudhunagar,2017,Winter,16703,63689,3.81,25.79788889,32.57288889,20.31655556,69.09022222,101.94,1719.77,167.5,12.5,145,7.6
Virudhunagar,2018,Autumn,135,580,4.3,26.37393443,30.65196721,23.02098361,81.79131148,330.93,993.34,167.5,12.5,145,7.6
Virudhunagar,2018,Summer,2336,9667,4.14,29.90695652,36.06652174,25.12913043,64.97858696,162.38,1912.61,167.5,12.5,145,7.6
Virudhunagar,2018,Winter,17767,59716,3.36,26.09777778,32.869,20.83788889,69.46711111,26.14,1678.33,167.5,12.5,145,7.6
Virudhunagar,2019,Autumn,151,618,4.09,26.29639344,29.79934426,23.40672131,86.30704918,551.2,1020.05,167.5,12.5,145,7.6
Virudhunagar,2019,Summer,4586,17595,3.84,31.99467391,39.2175,26.36641304,54.44956522,57.61,2066.36,167.5,12.5,145,7.6
Virudhunagar,2019,Winter,19755,64568,3.27,26.375,32.81955556,21.20722222,71.64866667,79.26,1650.98,167.5,12.5,145,7.6
Virudhunagar,2020,Autumn,210,917,4.37,26.93901639,31.55590164,23.37901639,79.97688525,505.41,1025.89,155,9,285,8.8
Virudhunagar,2020,Summer,6685,23957,3.58,30.87086957,37.45304348,25.79423913,60.62804348,119.06,1968.57,155,9,285,8.8
Virudhunagar,2020,Winter,20605,70833,3.44,25.83021978,31.63648352,21.16648352,76.29494505,154.78,1641.78,155,9,285,8.8
Virudhunagar,2021,Autumn,903,3687,4.08,26.27147541,29.89229508,23.50590164,86.1642623,625.49,842.78,155,9,285,8.8
Virudhunagar,2021,Summer,5383,12980,2.41,29.26597826,35.51163043,24.43358696,68.0976087,171.2,1914.06,155,9,285,8.8
Virudhunagar,2021,Winter,22679,70626,3.11,24.366,29.16522222,20.44577778,84.60544444,366.97,1633.41,155,9,285,8.8
Virudhunagar,2022,Autumn,829,3188,3.85,26.11360656,30.38360656,22.73901639,81.89032787,380.23,991.1,155,9,285,8.8
Virudhunagar,2022,Summer,5293,18890,3.57,29.53956522,36.0273913,24.53086957,66.58815217,245.06,1854.84,155,9,285,8.8
Virudhunagar,2022,Winter,22152,71913,3.25,25.73555556,31.39788889,21.28,77.54755556,151.77,1601.96,155,9,285,8.8
